"ID","time","market","cap","soe","industry","sales","net profit","book value","cash","inventory","asset","current asset","current debt","debt","equity","stock price","eps","pe"
"SMC","2011","hcm","big","no","xây dựng","8939.8","73.1","13.7","236.4","423.1","2375.25","2375.3","1756.2","1800","575.25","4","1.7","1.3"
"SMC","2010","hcm","big","no","xây dựng","6857.9","82.2","12.9","142.8","855.8","2464.62","2464.6","1848.2","1918.3","546.32","9","1.9","2.7"
"SMC","2009","hcm","big","no","xây dựng","5263.7","73.1","7.5","64.4","338.9","1563.17","1563.1","1216.6","1251.4","311.77","10.7","1.7","2.2"
"SMC","2008","hcm","big","no","xây dựng","4213.8","72.1","5.7","180.9","97.7","751.25","751.3","461.3","490","261.25","5.2","1.7","0.8"
"SMC","2007","hcm","big","no","xây dựng","2998.6","46.2","5","58.1","102.9","582.15","582.2","357.2","373.7","208.45","13","1.1","2.8"
"HBC","2016","hcm","big","no","xây dựng","10766.2","569","9.5","572.3","1228.9","11449.76","11449.8","8885.6","9619.6","1830.16","14.6","2.9","2.4"
"HBC","2015","hcm","big","no","xây dựng","5078","82.2","5.5","149","923","7291.2","7291.2","5805.7","6216.8","1074.4","7.3","0.5","6.6"
"HBC","2014","hcm","big","no","xây dựng","3518.2","66.6","5.1","350.9","561.2","5803.48","5803.5","4489.5","4806.3","997.18","4.1","0.4","3.2"
"HBC","2013","hcm","big","no","xây dựng","3432.4","23.7","5","755.4","212.5","4726.76","4726.8","3679.2","3769.7","957.06","3.6","0.3","6.5"
"HBC","2012","hcm","big","no","xây dựng","4064.9","130.9","4","605.7","221.4","4580.39","4580.4","3559.7","3800.5","779.89","3","0.7","0.9"
"HBC","2011","hcm","big","no","xây dựng","3055.3","149.6","3.7","299.8","198.5","3285.39","3285.4","2472.3","2557.7","727.69","2.3","0.7","0.3"
"HBC","2010","hcm","big","no","xây dựng","1768.2","139.8","3.4","258.1","150.4","1912.94","1913","1179.2","1219.9","693.04","3.3","0.7","0.4"
"HBC","2009","hcm","big","no","xây dựng","1763.5","49.2","3","183.8","193.6","1355.94","1355.9","706.4","724.5","631.44","2.4","0.2","0.8"
"HBC","2008","hcm","big","no","xây dựng","696","8.2","2.8","79.6","396","1163.29","1163.3","462.8","573.1","590.19","1.1","0.1","2.2"
"HBC","2007","hcm","big","no","xây dựng","455.4","24.9","2.7","200.1","24.5","940.02","940.1","348.8","412.6","527.42","7.4","0.1","3"
"PGS","2016","hn","big","yes","dầu khí","4971.9","341.7","19.3","407.7","120.4","1127.83","1135.5","1121.8","161","966.83","14.2","5.1","2.1"
"PGS","2015","hn","big","yes","dầu khí","5956.3","217.8","21.3","408.9","146.3","2646.96","1290.7","1364","1578.2","1068.76","13.2","2.3","4"
"PGS","2014","hn","big","yes","dầu khí","7487.7","242.7","22.7","619.8","184.1","3202.58","1845.8","1827.9","2067.9","1134.68","13.8","2.7","2.7"
"PGS","2013","hn","big","yes","dầu khí","6902","237.7","18.6","593.8","204.1","3069.75","1739.4","1626.4","1908.5","1161.25","13.7","3.6","2.9"
"PGS","2012","hn","big","yes","dầu khí","6374.9","211.8","16","443","123.5","2921.36","1189.8","1396.9","1888.4","1032.96","7.7","2.9","1.9"
"PGS","2011","hn","big","yes","dầu khí","5764.2","342.9","14.8","586.3","75.3","3276.45","1457.1","1542.2","2309","967.45","8","4.7","1.3"
"PGS","2010","hn","big","yes","dầu khí","3705.5","274.7","7","350","135.2","2485.61","1184.1","1349.4","1921.9","563.71","10","4.5","0.7"
"PGS","2009","hn","big","yes","dầu khí","1978.9","40","3.8","167.3","75.6","1231.64","672","801.3","1039.4","192.24","5.3","0.8","2"
"PGS","2008","hn","big","yes","dầu khí","1713","30.1","3.3","34.3","11.3","824.77","499.5","293","660.2","164.57","2.3","0.6","1.2"
"PGS","2007","hn","big","yes","dầu khí","1383.5","17.5","3.2","83.9","26","757.08","533.2","383.6","597","160.08","10.4","0.3","9"
"PLC","2016","hn","big","yes","dầu khí","4804.7","204.8","16.7","605.9","733.4","1392.76","2556.3","1978.2","41.4","1351.36","23.1","2.5","9.1"
"PLC","2015","hn","big","yes","dầu khí","6916","328.6","14.2","1335.2","923","4151.34","3379.1","2972.4","3000.2","1151.14","30.2","4.1","7.4"
"PLC","2014","hn","big","yes","dầu khí","6808.2","266.8","13.7","887.1","1018.7","3578.33","2941","2476.8","2476.8","1101.53","19.9","3.3","5.3"
"PLC","2013","hn","big","yes","dầu khí","6198.3","189.2","14","568.3","875.7","3027.1","2480.8","1877.6","1895.4","1131.7","9.6","2.3","3.3"
"PLC","2012","hn","big","yes","dầu khí","6063.2","168.8","12.2","483.4","708.9","2492.75","2086.4","1494.3","1504.1","988.65","7.8","2.1","2.8"
"PLC","2011","hn","big","yes","dầu khí","6077.7","229.3","11.9","483.1","913.4","2858","2481.3","1857.2","1900.1","957.9","5.2","2.9","1.1"
"PLC","2010","hn","big","yes","dầu khí","5151.5","269.4","9.2","558.8","723.1","2270.7","2018.6","1493.4","1532","738.7","9.4","3.3","1"
"PLC","2009","hn","big","yes","dầu khí","3742.8","172.9","5.9","112.1","423.9","1303.09","1146.6","808.2","829.8","473.29","4.9","2.2","0.6"
"PLC","2008","hn","big","yes","dầu khí","2970.6","55","4.3","81.7","601.9","1427.45","1322.7","1109.1","1110.1","317.35","2.4","0.8","0.7"
"PLC","2007","hn","big","yes","dầu khí","2575.7","55.1","3.9","119.8","436.7","1148.68","1081.4","850.2","850.9","297.78","5.6","0.7","1.6"
"COM","2016","hcm","big","no","tiêu dùng","3471.4","109.7","30.9","26.5","168.1","529.54","529.6","96.6","104.2","425.34","46","8","5.8"
"COM","2015","hcm","big","no","tiêu dùng","4208.5","100","28.8","77.3","70.9","449.33","449.4","52.3","53.6","395.73","43.5","7.3","6"
"COM","2014","hcm","big","no","tiêu dùng","5455.2","42","28.3","37.9","70.3","428.38","428.4","38.4","39.7","388.68","21.6","3.1","7.1"
"COM","2013","hcm","big","no","tiêu dùng","5230.7","25.5","26.2","28.4","208.5","597.78","597.8","235.5","237.7","360.08","18.8","1.9","10.1"
"COM","2012","hcm","big","no","tiêu dùng","4956.5","24.5","26","56.5","192","606.63","606.6","245.8","249.4","357.23","18.7","1.8","10.5"
"COM","2011","hcm","big","no","tiêu dùng","4732.6","33.3","26","38.1","42.1","448.54","448.6","85.7","90.7","357.84","16.6","2.4","6.9"
"COM","2010","hcm","big","no","tiêu dùng","3616.8","36.9","26","22.9","83.3","464.33","464.3","101.4","107.1","357.23","22.4","2.7","8.3"
"COM","2009","hcm","big","no","tiêu dùng","2821.2","63.2","25.4","19.6","174.9","470.6","470.6","122.2","127.6","343","20.8","4.8","2.8"
"COM","2008","hcm","big","no","tiêu dùng","3071.6","19.5","21.1","97.5","51.7","330.04","330","32.9","39.4","290.64","12.4","1.4","5.3"
"COM","2007","hcm","big","no","tiêu dùng","2087.9","15.2","20.7","116.8","22.7","332.34","332.4","41.6","48.7","283.64","18","1.1","4"
"HMC","2016","hcm","big","yes","xây dựng","","62.7","16.1","31.2","305.9","775.19","775.2","413.2","436.4","338.79","6.3","3.1","2.1"
"HMC","2015","hcm","big","yes","xây dựng","2042.5","-33.4","13.2","20.3","328.6","859.24","859.2","563.2","583.1","276.14","5.2","-1.6","-3.3"
"HMC","2014","hcm","big","yes","xây dựng","2919.8","22.5","15.7","10.8","433.8","1092.39","1092.4","735.5","761.6","330.79","6.3","1.1","5.9"
"HMC","2013","hcm","big","yes","xây dựng","3097.4","20.9","16.1","28.5","445.4","1034.26","1034.3","656.6","696.2","338.06","5.2","1","5.3"
"HMC","2012","hcm","big","yes","xây dựng","4310.8","27.2","16.2","23.4","374","1038.27","1038.3","649.9","696.9","341.37","4.4","1.3","3.4"
"HMC","2011","hcm","big","yes","xây dựng","6333.2","82","16.5","28.2","434.5","1198.77","1198.8","790","853.9","344.87","4.3","4.3","1.1"
"HMC","2010","hcm","big","yes","xây dựng","4364.1","35.2","14.3","54.1","410.3","1085.99","1086","712.2","783.5","302.49","6.6","1.7","4"
"HMC","2009","hcm","big","yes","xây dựng","2808.4","27.5","14.5","18.5","395.7","924.31","924.3","570.6","619.4","304.91","7.6","1.3","5.8"
"HMC","2008","hcm","big","yes","xây dựng","4284.5","43.2","13.7","12.4","466.6","814.12","814.1","525.7","526.4","287.72","4.5","2","2.2"
"HMC","2007","hcm","big","yes","xây dựng","2800.4","38.2","9.3","11.5","151.1","462.73","462.7","263.3","268.2","194.53","13","1.8","5.4"
"TAC","2016","hcm","big","yes","tiêu dùng","3977.9","66.9","14.3","349.9","541.8","1193.9","1193.9","707.5","707.5","486.4","43.3","2","12.3"
"TAC","2015","hcm","big","yes","tiêu dùng","3593.4","69.7","13.2","63.9","609.3","1225.96","1226","778.3","778.3","447.66","20.8","2.1","5.7"
"TAC","2014","hcm","big","yes","tiêu dùng","4123.4","63.3","12.9","295.2","627.8","1209.43","1209.4","771.5","771.5","437.93","22.7","1.9","6.8"
"TAC","2013","hcm","big","yes","tiêu dùng","4291.1","65.9","12.1","406.5","479.8","1222.55","1222.6","813.1","813.1","409.45","20.3","1.9","5.8"
"TAC","2012","hcm","big","yes","tiêu dùng","4031.6","63.8","11.1","200.6","459.7","1001.89","1001.9","623.6","623.6","378.29","18.8","1.8","5.6"
"TAC","2011","hcm","big","yes","tiêu dùng","4432.3","25.2","10.4","103.7","573.9","1031.01","1031","645.7","678.8","352.21","9.4","0.7","7.1"
"TAC","2010","hcm","big","yes","tiêu dùng","3257.1","87.7","10.9","122.5","473.8","944.21","944.2","520.3","574.5","369.71","10.9","2.7","2.4"
"TAC","2009","hcm","big","yes","tiêu dùng","2626.3","27.8","8.9","136.4","200","651.98","652","278.6","356.5","295.48","9.6","0.9","6.5"
"TAC","2008","hcm","big","yes","tiêu dùng","2959.7","11.8","9.1","80.1","269.5","686.96","687","299.2","377.7","309.26","8.5","0.3","13.5"
"TAC","2007","hcm","big","yes","tiêu dùng","2554.2","125.7","10.6","364.2","151.9","837.04","837.1","379.8","483.2","353.84","43.2","3.7","6.5"
"SAP","2016","hn","small","no","tiêu dùng","10.4","-0.5","7","0.4","0.7","10.15","2.6","2.8","1.2","8.95","10.1","-0.3","-25.9"
"SAP","2015","hn","small","no","tiêu dùng","3.7","-3.5","7.3","0.4","0.9","12.95","2","2","3.5","9.45","11","-2.7","-4.1"
"SAP","2014","hn","small","no","tiêu dùng","9.7","0.3","11","2.9","1","16.19","4.8","0.5","2","14.19","15","0.3","58.4"
"SAP","2013","hn","small","no","tiêu dùng","15","1.6","11.8","0.6","0.4","18.65","8.5","3.6","3.6","15.05","15.4","1.2","12.5"
"SAP","2012","hn","small","no","tiêu dùng","12.2","1","11.9","4.8","2.5","16.4","8.3","0.9","0.9","15.5","14","0.8","17.6"
"SAP","2011","hn","small","no","tiêu dùng","34.9","0.8","11.8","10.7","2.5","27.48","18.2","12.2","12.3","15.18","4","0.6","6.1"
"SAP","2010","hn","small","no","tiêu dùng","30.1","1.2","11.6","0.1","13.8","29.99","19.2","14.9","15","14.99","7.8","1","8.2"
"SAP","2009","hn","small","no","tiêu dùng","30.1","1.9","12","1.2","6.9","22.62","10.9","7.2","7.3","15.32","10","1.5","6.8"
"SAP","2008","hn","small","no","tiêu dùng","27.1","1.4","11.5","1.2","5.3","20.24","7.9","5.3","5.4","14.84","5.7","1","5.3"
"SAP","2007","hn","small","no","tiêu dùng","34.5","2.6","10.6","1.7","1.4","17.71","4","2.6","4.6","13.11","38.7","2","17.5"
"SGH","2016","hn","small","no","tiêu dùng","40.2","7.3","11.4","89.6","0.7","142.85","96.9","5.1","1.7","141.15","22.3","0.6","10.7"
"SGH","2015","hn","small","no","tiêu dùng","34.6","4","4","12.2","0.6","74.73","19.1","7.7","25","49.73","11.3","0.3","9.9"
"SGH","2014","hn","small","no","tiêu dùng","25","3","3.8","9.6","0.6","82.1","20.1","6.1","34.8","47.3","28.1","0.2","32.7"
"SGH","2013","hn","small","no","tiêu dùng","6.8","3.2","3.7","10.2","1.1","50.46","23.7","4.7","4.7","45.76","19.6","0.2","10.7"
"SGH","2012","hn","small","no","tiêu dùng","25.1","9.8","3.7","31.8","0.4","48.53","34.6","2.3","2.7","45.83","14.6","0.8","2.6"
"SGH","2011","hn","small","no","tiêu dùng","26.6","10.5","3.3","25.4","0.6","45.63","34","3.6","4","41.63","13.2","0.8","2.2"
"SGH","2010","hn","small","no","tiêu dùng","26","8.3","2.9","10.5","0.2","39.07","24.8","2.2","2.6","36.47","18.4","0.7","3.9"
"SGH","2009","hn","small","no","tiêu dùng","25.8","8.2","2.7","7.6","0.1","36.9","20.5","2.8","3.5","33.4","13.7","0.6","3"
"SGH","2008","hn","small","no","tiêu dùng","29.5","7.7","2.2","8.8","0.1","29.8","11.9","1.2","1.9","27.9","15","0.6","3.4"
"SGH","2007","hn","small","no","tiêu dùng","22.6","4.3","2","3.7","0.1","26.21","6.6","2.1","2.2","24.01","24","0.3","9.8"
"CMC","2016","hn","small","no","xây dựng","15.2","0.4","12.7","0.8","9.1","57.78","97.5","42.2","0","57.78","5","0.1","53.8"
"CMC","2015","hn","small","no","xây dựng","7.1","0.1","12.6","0","8.3","90.06","76.6","32.7","32.7","57.36","4","0","125"
"CMC","2014","hn","small","no","xây dựng","7.3","1.5","12.7","0.7","4.6","72.07","45.3","14.3","14.3","57.77","5.7","0.3","17.8"
"CMC","2013","hn","small","no","xây dựng","14","0.6","12.4","0.5","6.2","67.22","39.5","10.6","10.6","56.62","4.9","0.1","35.3"
"CMC","2012","hn","small","no","xây dựng","28","0.7","12.2","27.4","4.6","70.75","52.6","15.2","15.2","55.55","3.8","0.2","24.1"
"CMC","2011","hn","small","no","xây dựng","34.6","0.6","12.1","3","6.8","64.47","34.2","9.5","9.6","54.87","9.9","0.1","53.2"
"CMC","2010","hn","small","no","xây dựng","44.5","9","11.9","1.2","11.4","81.01","68","26.4","26.4","54.61","16","1.9","5.4"
"CMC","2009","hn","small","no","xây dựng","53","9","10.1","1.5","8.9","64.47","51.9","18.7","18.8","45.67","15.6","2","5.3"
"CMC","2008","hn","small","no","xây dựng","184.7","-23","8.1","5.3","7","66.84","54.1","29.4","29.8","37.04","7.2","-4.6","-1"
"CMC","2007","hn","small","no","xây dựng","77.1","14.8","6.9","2.8","7.6","71.85","62.8","41.5","42","29.85","46.5","3.5","4.8"
"SJC","2016","hn","small","no","điện","8.5","-3.7","13.6","39.6","823.3","891.69","1056.1","199.8","792.7","98.99","4.1","-0.1","-8.1"
"SJC","2015","hn","small","no","điện","12.9","1.2","14.2","24","335.6","547.15","512.6","99.7","444.5","102.65","6.3","0.2","39.6"
"SJC","2014","hn","small","no","điện","7.9","0.2","14","0.5","118.9","263.4","227.6","124.2","161.9","101.5","4.7","0","146.4"
"SJC","2013","hn","small","no","điện","74.5","3","13.2","0.4","41.9","219.27","182","112.5","124.2","95.07","3.9","0.2","27.4"
"SJC","2012","hn","small","no","điện","177.1","8.6","14","15.3","62.3","248.73","210.8","81.9","147.8","100.93","4.6","0.8","2.4"
"SJC","2011","hn","small","no","điện","174.6","16.5","14.5","74.6","141.5","380.99","340.8","167.6","275.9","105.09","4.4","2.4","1.2"
"SJC","2010","hn","small","no","điện","142.2","18.9","11.9","114.4","140.5","410.48","379.5","89.6","324.8","85.68","11.4","2.6","2"
"SJC","2009","hn","small","no","điện","133.3","16.2","8.3","125.2","84.8","368.1","337.8","161.5","306.6","61.5","11.1","1.4","2.5"
"SJC","2008","hn","small","no","điện","173.6","7.6","7.8","4.5","43.8","144.31","129","88.4","88.4","55.91","4.7","1.1","1.7"
"SJC","2007","hn","small","no","điện","117.3","5.5","3.7","19.1","33.2","139.51","135.2","112.2","112.2","27.31","22.8","0.6","8.7"
"ITA","2016","hcm","small","no","xây dựng","243.3","40.2","11","26.5","3452.7","12916.99","12917","1283","2621.1","10295.89","4","0.1","84.9"
"ITA","2015","hcm","small","no","xây dựng","741.2","136.8","10","38.2","3631.3","12740.71","12740.7","1918.3","3463.5","9277.21","5.6","0.2","34.4"
"ITA","2014","hcm","small","no","xây dựng","343.6","145.2","8.5","48.7","3663.9","11968.83","11968.8","2590.3","3981.3","7987.53","8","0.1","39.8"
"ITA","2013","hcm","small","no","xây dựng","11.2","90.3","7.6","60.1","3361.9","10760.3","10760.3","2152.2","3606.5","7153.8","6.6","0","46.8"
"ITA","2012","hcm","small","no","xây dựng","36.3","33.3","6.3","30.4","2880.8","10006.46","10006.5","2003.4","4103.5","5902.96","4.3","0","57.7"
"ITA","2011","hcm","small","no","xây dựng","371.7","74.7","6.3","60.1","2652.1","9064.4","9064.4","1979","3194.7","5869.7","4.6","0.1","21.2"
"ITA","2010","hcm","small","no","xây dựng","2513.5","677.2","6.2","60","1999.3","9002.4","9002.4","1590.6","3207.4","5795","11.6","0.7","146.4"
"ITA","2009","hcm","small","no","xây dựng","1203.1","429.2","5.4","105","1836.9","7228.56","7228.5","985.4","2181","5047.56","15.3","0.5","7.4"
"ITA","2008","hcm","small","no","xây dựng","1057.6","296.7","4.9","116.3","810","5701.5","5701.5","699.5","1084","4617.5","7.8","0.3","3.7"
"ITA","2007","hcm","small","no","xây dựng","924.9","376.5","3.5","1004.7","21.3","4698.06","4698.1","1041.8","1366.4","3331.66","27.8","0.4","6.1"
"HTP","2016","hn","small","yes","xây dựng","11.7","1","11.4","2.2","0.7","20.02","16.3","1.4","0","20.02","15.4","0.6","26.8"
"HTP","2015","hn","small","yes","xây dựng","14.3","1.1","11.5","1.6","1","21.85","16.4","1.6","1.6","20.25","7.3","0.7","11.2"
"HTP","2014","hn","small","yes","xây dựng","13.9","1.4","11.6","1.4","0.9","22.32","12.4","1.9","1.9","20.42","6.6","0.8","8.1"
"HTP","2013","hn","small","yes","xây dựng","12.8","1","11.3","0.1","1","21.42","8.6","1.6","1.6","19.82","4.8","0.6","8.6"
"HTP","2012","hn","small","yes","xây dựng","15.3","0.7","11.2","5.1","0.7","21.84","12","2.1","2.1","19.74","3.3","0.4","7.8"
"HTP","2011","hn","small","yes","xây dựng","26.1","1.3","11.8","7.4","2.1","23.96","16.8","3","3.1","20.86","1.8","0.7","2.5"
"HTP","2010","hn","small","yes","xây dựng","35.2","2.2","11.3","4.8","10.4","28.57","23.3","8.6","8.7","19.87","4.3","1.2","2.4"
"HTP","2009","hn","small","yes","xây dựng","26.6","2.1","8.8","3.6","8.7","19.94","13.6","5.7","5.7","14.24","4.3","1.1","2.5"
"HTP","2008","hn","small","yes","xây dựng","26.7","2.6","8.4","2.5","6","16.85","9.9","2.6","2.6","14.25","2.6","1.3","1.3"
"HTP","2007","hn","small","yes","xây dựng","25.7","1.7","8.6","1.3","5.9","17.61","8.8","2.6","2.6","15.01","10.9","1","7.9"
"TPH","2016","hn","small","yes","tiêu dùng","20.2","1.1","11.4","1.6","4.9","37","21.5","3.9","14","23","9","0.5","16.8"
"TPH","2015","hn","small","yes","tiêu dùng","16.7","1.3","11.5","5.4","5.1","39.29","24.2","4.4","16.1","23.19","12.6","0.7","20.3"
"TPH","2014","hn","small","yes","tiêu dùng","19.1","1.6","11.7","8.3","5","38.7","25","4.2","15.2","23.5","5.5","","7.1"
"TPH","2013","hn","small","yes","tiêu dùng","21","1.2","11.5","14","7.7","39.36","23.8","7.3","16.1","23.26","4.6","0.6","7.8"
"TPH","2012","hn","small","yes","tiêu dùng","24.5","1.4","12.1","14.2","8","42.83","27.5","11","18.4","24.43","3.8","0.7","5.6"
"TPH","2011","hn","small","yes","tiêu dùng","50.8","0.1","12","11.1","7.5","47.49","30","15","23.4","24.09","3","0","62.1"
"TPH","2010","hn","small","yes","tiêu dùng","45.7","1.3","11.9","2.3","24.6","60.86","41.3","28.7","36.8","24.06","5","0.6","8.1"
"TPH","2009","hn","small","yes","tiêu dùng","48.8","1.9","11.7","0.9","35.5","58.99","44.5","34.8","35","23.99","5.6","1","5.9"
"TPH","2008","hn","small","yes","tiêu dùng","49.4","2.3","12.1","1","25.5","50.57","33.9","25.9","26","24.57","5.4","1.1","4.3"
"TPH","2007","hn","small","yes","tiêu dùng","49.8","4","11.7","2.6","6.2","28.87","10.3","4.6","6","22.87","20.3","2","9"
"HEV","2016","hn","small","no","tiêu dùng","21.1","1.8","15.6","2.7","7.2","15.61","18.5","4","0","15.61","11.9","1.8","6.5"
"HEV","2015","hn","small","no","tiêu dùng","22.5","1.8","15.4","6","7.6","19.23","19.1","3.8","3.8","15.43","9.3","1.8","5.2"
"HEV","2014","hn","small","no","tiêu dùng","22.3","1.8","16.4","1.4","8.2","20.03","19.3","3.6","3.6","16.43","9.1","1.8","5.1"
"HEV","2013","hn","small","no","tiêu dùng","24","2.3","16.3","3.5","9.7","21.26","20.7","5","5","16.26","7.6","2.3","3.3"
"HEV","2012","hn","small","no","tiêu dùng","23.6","2.5","16.4","3.2","9.9","21.58","21.2","5.2","5.3","16.28","6.6","2.7","2.6"
"HEV","2011","hn","small","no","tiêu dùng","24.6","2.3","15.2","2.8","9.4","21.05","20.8","5.8","5.9","15.15","3.7","2.3","1.6"
"HEV","2010","hn","small","no","tiêu dùng","27.7","3.5","15.5","2","7.9","23.82","23.1","8.2","8.2","15.62","4.6","3.5","1.3"
"HEV","2009","hn","small","no","tiêu dùng","27.5","3.4","16.2","6.4","3.3","22.94","21.9","7.5","7.6","15.34","4.9","3.4","1.5"
"HEV","2008","hn","small","no","tiêu dùng","37.6","2.5","14.2","7.9","1.6","20.56","19.4","6.2","6.3","14.26","4","2.5","1.6"
"HEV","2007","hn","small","no","tiêu dùng","30.2","2","15","4.6","4.5","20.77","20.3","6.2","6.3","14.47","16.4","2","8.2"
"SGH","2016","hn","small","no","tiêu dùng","40.2","7.3","11.4","89.6","0.7","142.85","96.9","5.1","1.7","141.15","22.3","0.6","10.7"
"SGH","2015","hn","small","no","tiêu dùng","34.6","4","4","12.2","0.6","74.73","19.1","7.7","25","49.73","11.3","0.3","9.9"
"SGH","2014","hn","small","no","tiêu dùng","25","3","3.8","9.6","0.6","82.1","20.1","6.1","34.8","47.3","28.1","0.2","32.7"
"SGH","2013","hn","small","no","tiêu dùng","6.8","3.2","3.7","10.2","1.1","50.46","23.7","4.7","4.7","45.76","19.6","0.2","10.7"
"SGH","2012","hn","small","no","tiêu dùng","25.1","9.8","3.7","31.8","0.4","48.53","34.6","2.3","2.7","45.83","14.6","0.8","2.6"
"SGH","2011","hn","small","no","tiêu dùng","26.6","10.5","3.3","25.4","0.6","45.63","34","3.6","4","41.63","13.2","0.8","2.2"
"SGH","2010","hn","small","no","tiêu dùng","26","8.3","2.9","10.5","0.2","39.07","24.8","2.2","2.6","36.47","18.4","0.7","3.9"
"SGH","2009","hn","small","no","tiêu dùng","25.8","8.2","2.7","7.6","0.1","36.9","20.5","2.8","3.5","33.4","13.7","0.6","3"
"SGH","2008","hn","small","no","tiêu dùng","29.5","7.7","2.2","8.8","0.1","29.8","11.9","1.2","1.9","27.9","15","0.6","3.4"
"SGH","2007","hn","small","no","tiêu dùng","22.6","4.3","2","3.7","0.1","26.21","6.6","2.1","2.2","24.01","24","0.3","9.8"
